real_name,obd_irr_paddy_20160531,obd_irr_paddy_20160630,obd_irr_paddy_20160731,obd_irr_paddy_20160831,obd_irr_paddy_20160930,obd_irr_paddy_20170531,obd_irr_paddy_20170630,obd_irr_paddy_20170731,obd_irr_paddy_20170831,obd_irr_paddy_20170930,obd_irr_paddy_20180531,obd_irr_paddy_20180630,obd_irr_paddy_20180731,obd_irr_paddy_20180831,obd_irr_paddy_20180930,obd_irr_paddy_20190531,obd_irr_paddy_20190630,obd_irr_paddy_20190731,obd_irr_paddy_20190831,obd_irr_paddy_20190930,obd_irr_paddy_20200531,obd_irr_paddy_20200630,obd_irr_paddy_20200731,obd_irr_paddy_20200831,obd_irr_paddy_20200930,obd_irr_paddy_20210531,obd_irr_paddy_20210630,obd_irr_paddy_20210731,obd_irr_paddy_20210831,obd_irr_paddy_20210930,obd_irr_paddy_20220531,obd_irr_paddy_20220630,obd_irr_paddy_20220731,obd_irr_paddy_20220831,obd_irr_paddy_20220930,ns,pbias,rsq,rmse,mse,pcc
0,438.782,478.094,639.788,540.256,180.78,456.616,472.335,626.201,543.112,161.364,438.722,439.612,652.758,572.903,170.213,439.0,468.959,647.489,572.383,172.667,408.901,451.297,607.575,573.377,177.119,428.151,428.296,595.054,530.492,148.029,446.116,475.866,629.031,606.949,185.046,0.6975092241383019,1.1491048802266628,0.7038207504085684,113.61419236246317,12908.184706174785,0.8389402543736761
1,438.782,478.094,639.775,540.188,180.737,456.616,472.335,626.183,542.849,161.298,438.722,439.612,652.747,572.775,170.197,439.0,468.959,647.479,572.206,172.576,408.901,451.297,607.51,573.249,177.088,428.151,428.294,595.053,530.413,147.989,446.116,475.86,629.013,606.657,184.957,0.6974589739839627,1.138512066129994,0.7037607342410925,113.62362883800982,12910.329030317816,0.8389044845756235
2,438.782,478.094,639.781,540.088,180.688,456.616,472.335,626.188,542.649,161.271,438.722,439.612,652.752,572.666,170.195,439.0,468.959,647.484,572.1,172.569,408.901,451.297,607.537,572.974,177.044,428.151,428.295,595.053,530.363,147.993,446.116,475.863,629.018,606.388,184.92,0.6974023038056625,1.1307418689618023,0.7037008745131527,113.63426998953611,12912.747316054785,0.8388688064966731
3,438.782,478.094,639.75,540.234,180.755,456.616,472.335,626.155,542.87,161.235,438.722,439.612,652.706,572.82,170.163,439.0,468.959,647.44,572.139,172.414,408.901,451.294,607.358,573.276,177.058,428.151,428.287,595.05,530.316,147.899,446.116,475.835,628.999,606.348,184.797,0.6974814610035451,1.130882679783629,0.7037700295894164,113.619406097908,12909.369442041332,0.8389100247281686
4,438.782,478.094,640.659,541.911,181.516,456.616,472.335,627.974,545.529,161.663,438.722,439.612,654.934,576.157,170.347,439.0,468.959,647.51,573.893,172.861,408.901,451.295,608.3,575.072,177.352,428.151,428.289,594.716,531.561,148.103,446.116,470.62,629.373,608.542,185.191,0.6974513308167762,1.2471796176304581,0.7036017740633741,113.62506407956715,12910.65518708574,0.8388097365096414
5,438.782,478.094,640.152,541.492,181.346,456.616,472.335,627.199,544.665,161.477,438.722,439.611,653.682,575.13,170.189,439.0,467.694,644.949,572.751,172.366,408.901,451.286,606.357,574.357,177.14,428.151,427.844,592.588,530.7,147.886,445.134,468.411,628.505,607.282,184.799,0.6966236502153246,1.0995650729105122,0.7028038201463159,113.780379635399,12945.974789975518,0.8383339550240798
6,438.782,478.094,640.025,540.535,180.908,456.616,472.335,626.488,543.087,161.282,438.722,439.612,653.245,573.433,170.209,439.0,468.959,647.85,572.611,172.567,408.901,451.295,607.675,573.605,177.127,428.151,428.289,595.288,530.734,147.989,446.116,475.842,629.643,607.519,185.032,0.6975255435693561,1.1761981624449147,0.7037692322744176,113.61112756820299,12907.488307318494,0.8389095495191466
7,363.006,394.411,572.136,489.471,159.071,372.948,383.905,553.125,478.119,140.835,364.801,343.798,566.49,502.089,150.04,360.05,375.555,561.649,501.512,152.031,334.065,359.647,534.29,502.394,155.197,357.625,347.681,519.403,453.85,132.063,344.223,358.076,552.923,530.16,160.845,0.5755539227113443,-14.057497403012048,0.6924733729547892,134.58224846491333,18112.381601871664,0.8321498500599451
8,438.782,478.094,639.805,540.413,180.852,456.616,472.335,626.27,543.288,161.373,438.722,439.612,652.835,573.373,170.23,439.0,468.959,647.522,572.59,172.672,408.901,451.297,607.545,573.6,177.146,428.151,428.294,595.068,530.622,148.022,446.116,475.859,629.134,607.35,185.087,0.6975729639921018,1.1631987633933507,0.7038755022037136,113.60222152877438,12905.46473627273,0.8389728852613257
9,363.006,394.411,578.114,490.022,159.07,375.013,385.531,551.126,479.12,140.807,369.761,345.626,571.096,500.631,145.487,362.951,375.864,556.601,500.787,150.978,337.322,359.748,531.423,500.749,153.945,359.083,347.724,514.314,453.486,131.708,341.815,354.662,549.19,528.397,160.836,0.5735596848200217,-14.102812885673332,0.6907798475881675,134.89804182382375,18197.481687902102,0.8311316668183011
10,363.006,394.411,579.963,491.995,159.06,376.66,390.512,571.934,492.516,142.796,369.761,359.035,583.646,513.775,149.222,369.573,383.86,551.213,513.967,152.544,339.363,369.565,548.496,506.374,153.1,363.382,357.622,517.41,462.685,132.845,347.56,356.945,546.217,528.791,160.604,0.6000362086178237,-12.95069874146968,0.7014223093543599,130.6432139571813,17067.649353061854,0.8375095876193657
11,438.782,478.094,639.75,540.262,180.769,456.616,472.335,626.156,542.569,161.139,438.722,439.611,652.594,572.749,170.054,439.0,468.958,647.332,572.013,172.187,408.901,451.286,606.98,573.282,176.961,428.151,428.265,595.041,530.033,147.784,446.116,475.764,629.002,606.027,184.573,0.697424151583077,1.1140621870669836,0.7036855198909988,113.63016767632843,12911.815006150513,0.8388596544661084
12,438.782,478.094,640.883,541.465,181.334,456.616,472.335,628.139,544.647,161.518,438.722,439.611,654.365,574.892,170.262,439.0,467.976,646.21,572.769,172.523,408.901,451.293,606.972,573.94,177.151,428.151,427.439,593.583,530.784,147.952,443.726,467.622,629.418,607.163,184.918,0.6962759801654475,1.1223700255548874,0.7023230083941112,113.84555726605501,12960.810909218611,0.8380471397207386
13,438.782,478.094,640.13,541.512,181.354,456.616,472.335,627.05,545.035,161.633,438.722,439.612,653.97,575.667,170.34,439.0,468.959,648.056,573.982,172.953,408.901,451.296,607.99,575.22,177.393,428.151,428.292,595.477,531.925,148.19,446.116,475.853,629.465,610.481,185.591,0.6980561193156043,1.282299116692952,0.7043185390828344,113.5114401979683,12884.847055816932,0.8392368790054655
14,411.467,450.414,617.501,522.034,172.609,429.276,443.083,606.188,523.801,154.297,414.909,409.719,627.957,552.006,162.611,414.143,442.934,623.297,552.327,165.296,381.356,422.868,588.158,551.527,169.302,404.647,405.6,573.883,513.621,141.608,415.242,445.981,608.672,580.031,175.706,0.6942447981418443,-3.5185306447074667,0.7106716056276033,114.22559919604844,13047.487511696301,0.84301340773893
15,363.006,394.41,571.842,489.243,159.059,369.444,366.945,550.758,483.443,138.038,365.774,343.433,565.482,511.54,138.073,352.44,353.183,553.668,511.75,148.488,329.876,347.36,530.102,510.135,151.661,349.581,323.018,512.007,468.277,128.505,318.28,346.398,561.07,529.169,155.85,0.5579505252246033,-14.929090788165023,0.6804829260290162,137.34471646199054,18863.571140024575,0.8249138900691491
16,429.084,468.289,631.892,533.612,177.81,446.921,462.328,619.103,535.845,158.712,430.281,429.109,643.94,565.237,167.465,430.111,459.742,638.893,564.933,169.785,400.329,440.703,600.515,565.396,174.266,419.863,420.737,587.929,524.329,145.724,435.251,465.239,621.821,596.819,181.516,0.6985936070615966,-0.5137685177016366,0.7059941354892417,113.41036482017694,12861.910848645626,0.8402345717055695
17,438.782,478.094,640.065,541.331,181.276,456.616,472.335,626.75,544.604,161.553,438.722,439.612,653.612,575.34,170.317,439.0,468.959,647.927,573.631,172.844,408.901,451.295,607.84,574.754,177.316,428.151,428.291,593.851,531.559,148.127,446.116,471.399,628.643,609.332,185.378,0.6972048250670716,1.2066453024194534,0.703414924350637,113.67134345798374,12921.174323542904,0.8386983512268502
18,363.006,394.411,573.228,491.488,159.067,373.355,384.121,558.077,484.131,139.525,365.365,343.824,571.018,509.935,138.644,360.824,375.577,565.278,511.705,149.812,335.077,359.608,538.782,509.719,152.567,358.195,347.636,520.847,471.576,126.746,344.165,359.747,560.826,529.725,156.573,0.5893523492378998,-13.6946151141753,0.6976860531729864,132.3765898375609,17523.561537021837,0.8352760341186537
19,363.006,394.411,579.98,491.995,159.06,376.66,390.513,571.955,492.664,142.883,369.761,359.036,581.599,512.894,146.659,369.573,383.298,552.931,516.335,151.211,339.363,367.868,546.128,508.019,153.144,363.382,355.571,516.137,469.665,127.707,345.489,356.316,550.481,530.464,156.573,0.6006753399857103,-12.999835317796046,0.7013033478096437,130.53879005496947,17040.375709015392,0.8374385636031121
20,438.782,478.094,639.75,540.176,180.725,456.616,472.335,626.154,542.688,161.201,438.722,439.612,652.701,572.689,170.151,439.0,468.959,647.436,572.012,172.366,408.901,451.294,607.342,573.21,177.042,428.151,428.286,595.05,530.281,147.886,446.116,475.832,628.998,606.306,184.783,0.6974283397843404,1.1255126670784295,0.7037095359307063,113.62938124928681,12911.636283095771,0.8388739690386788
21,363.006,394.411,579.963,491.995,159.06,372.052,371.685,544.233,483.255,138.583,369.761,346.286,551.912,512.845,138.386,357.067,358.576,538.48,514.046,148.471,335.216,346.406,513.689,509.122,151.636,354.618,327.334,500.12,467.329,126.112,326.132,348.767,552.816,531.121,158.268,0.5572357731751632,-14.983808593429332,0.6841175506346311,137.45570830042658,18894.071744371962,0.8271139889003396
22,438.782,478.094,639.75,540.504,180.893,456.616,472.335,626.163,542.955,161.207,438.722,439.611,652.618,573.082,170.075,439.0,468.958,647.332,572.261,172.252,408.901,451.286,606.98,573.63,177.023,428.151,428.265,595.042,530.193,147.811,446.116,475.764,629.024,606.396,184.644,0.6975516279720461,1.1305626551885646,0.7038259927854444,113.6062287375225,12906.375207962285,0.8389433787720387
23,363.006,394.411,579.967,491.995,159.06,376.66,390.513,570.204,489.535,142.772,369.761,355.976,581.608,511.107,146.412,369.573,383.207,549.547,515.299,152.406,339.363,368.893,544.328,505.333,153.081,363.382,355.157,509.569,462.141,131.625,346.442,356.144,548.23,528.274,160.353,0.5959030773620935,-13.175189594416276,0.700324323494794,131.31649708292747,17244.022406130498,0.8368538244489261
24,438.782,478.094,639.791,540.904,181.081,456.616,472.335,626.278,544.072,161.499,438.722,439.612,652.909,574.296,170.277,439.0,468.959,647.507,573.131,172.79,408.901,451.296,607.521,574.27,177.254,428.151,428.293,595.071,531.077,148.084,446.116,475.857,629.167,608.524,185.288,0.6978031430119742,1.201537709882206,0.7041224096292779,113.55898163567912,12895.642310132507,0.8391200209917994
25,438.782,478.094,639.75,540.092,180.681,456.616,472.335,626.154,542.142,161.061,438.722,439.611,652.588,572.457,170.037,439.0,468.958,647.331,571.737,172.112,408.901,451.286,606.98,572.938,176.9,428.151,428.265,595.04,529.95,147.77,446.116,475.764,628.998,605.76,184.52,0.6972960598054854,1.0996034758619209,0.7035439962854811,113.65421710085795,12917.28106480895,0.8387752954668378
26,363.006,394.411,579.787,490.153,159.056,373.461,362.621,545.145,488.779,140.806,369.247,343.062,556.209,512.874,145.421,352.891,352.111,549.036,513.47,151.774,334.678,340.37,517.58,512.021,154.19,354.367,321.223,505.484,477.166,128.703,319.311,346.079,554.88,534.866,160.151,0.5538168463404285,-14.845365953603967,0.6765126203836651,137.98538894402654,19039.96756203428,0.82250387256454
27,384.839,422.988,595.488,504.376,164.665,400.091,410.368,586.419,505.408,147.555,391.605,379.987,600.323,530.874,155.205,389.97,407.552,584.097,527.862,158.485,353.514,394.668,560.512,524.176,161.734,381.162,381.836,536.12,482.667,134.467,382.692,387.607,570.753,551.003,166.869,0.6492129274119822,-8.998209378144772,0.705012390511371,122.34840379113896,14969.131910239586,0.8396501595970616
28,438.782,478.094,639.75,540.02,180.641,456.616,472.335,626.158,542.038,161.041,438.722,439.611,652.589,572.32,170.028,439.0,468.958,647.332,571.693,172.1,408.901,451.286,606.981,572.891,176.891,428.151,428.265,595.041,529.946,147.769,446.116,475.764,629.001,605.723,184.512,0.6972695981760126,1.0961920136785221,0.7035140012403721,113.65918467751938,12918.410261558456,0.8387574150136451
29,427.438,466.623,630.555,532.909,177.519,445.275,460.628,617.92,535.579,158.484,428.847,427.294,642.547,565.08,167.122,428.639,458.176,637.495,564.468,169.702,398.875,439.082,599.534,564.728,173.959,418.456,419.491,586.722,523.826,145.497,433.394,463.3,620.649,596.668,181.313,0.6988016158036421,-0.7424900957949981,0.7065933286809744,113.37122427876187,12853.034494465324,0.8405910591250506
30,363.006,391.782,571.662,487.572,157.086,364.976,355.428,558.269,482.289,138.351,358.041,343.24,573.461,509.753,137.928,348.848,352.419,563.09,510.565,148.535,326.077,335.393,537.605,509.668,151.838,343.368,318.438,520.927,471.028,126.224,318.069,347.51,568.789,528.222,155.92,0.5555831686977784,-15.031057024644815,0.6763506175500058,137.71199407619324,18964.593312441484,0.8224053851659812
31,363.006,393.504,570.753,484.492,159.06,369.913,382.378,554.665,476.314,139.037,362.024,343.245,567.799,500.875,142.066,357.576,375.525,562.666,502.26,151.649,328.364,359.545,537.462,502.518,154.363,351.778,347.57,522.678,449.383,133.546,343.384,357.302,555.686,529.874,159.225,0.5752451308221447,-14.287908710967356,0.6943149899065342,134.63119502515156,18125.558673900396,0.8332556569904186
32,379.177,410.084,590.806,500.743,163.044,391.188,398.096,575.111,499.094,143.468,384.505,363.496,590.901,525.961,146.458,377.595,386.364,584.528,526.125,153.916,344.473,375.832,557.91,523.683,156.864,372.247,363.143,536.401,486.871,130.179,361.978,382.945,576.744,545.285,161.384,0.630455994891866,-10.60689621163657,0.698700629813789,125.57685389020277,15769.546232961335,0.8358831436353942
33,438.782,478.094,639.775,540.186,180.736,456.616,472.335,626.183,542.696,161.271,438.722,439.612,652.747,572.76,170.197,439.0,468.959,647.479,572.181,172.57,408.901,451.297,607.51,573.232,177.085,428.151,428.294,595.053,530.417,147.991,446.116,475.86,629.013,606.665,184.958,0.6974377921493768,1.137014351025086,0.7037371304551652,113.62760633953768,12911.232922452944,0.8388904162375234
34,363.006,394.411,574.276,487.309,159.06,370.752,383.865,550.35,476.216,139.832,368.652,343.94,568.361,499.049,141.196,359.722,369.932,555.563,499.906,149.999,333.849,359.573,531.147,500.024,153.119,353.995,347.7,513.333,449.073,133.019,331.766,351.09,549.623,527.9,160.531,0.5659245481300224,-14.546142957217661,0.6888558001028553,136.10031510090312,18523.29577056512,0.8299733731288343
35,438.782,478.094,639.842,540.237,180.76,456.616,472.335,626.272,542.285,161.089,438.722,439.611,652.718,572.706,170.052,439.0,468.958,647.473,571.992,172.184,408.901,451.286,607.058,573.19,176.945,428.151,428.265,595.096,530.081,147.793,446.116,475.764,629.282,606.397,184.648,0.6973166370250905,1.1194578017397885,0.7035483531453782,113.65035403992613,12916.402973400553,0.8387778926184084
36,438.782,478.094,639.75,540.251,180.763,456.616,472.335,626.155,542.59,161.143,438.722,439.611,652.589,572.771,170.056,439.0,468.958,647.331,572.042,172.194,408.901,451.286,606.98,573.316,176.967,428.151,428.265,595.04,530.044,147.786,446.116,475.764,628.999,606.052,184.577,0.6974341613102077,1.1149518554412656,0.7036962923899572,113.62828812053242,12911.38786120273,0.8388660753600405
37,438.782,478.094,639.751,540.28,180.777,456.616,472.335,626.173,543.057,161.284,438.722,439.612,652.725,572.896,170.182,439.0,468.959,647.457,572.288,172.498,408.901,451.295,607.413,573.447,177.1,428.151,428.29,595.051,530.414,147.943,446.116,475.845,629.006,606.615,184.867,0.6975355552591749,1.1402017959919388,0.703833567399952,113.6092473288022,12907.06107861695,0.8389478931375607
38,395.889,434.532,604.82,511.985,168.131,406.972,415.836,591.237,512.061,150.407,398.648,382.547,608.826,540.102,158.314,389.564,408.238,602.777,540.679,161.405,357.465,394.821,571.675,538.705,164.911,382.664,380.197,555.553,498.447,137.829,384.917,409.757,595.317,565.035,170.615,0.6662431110906333,-7.2512527181089474,0.7041805521584595,119.34153977979803,14242.403117013115,0.83915466521879
39,438.782,478.094,640.041,540.626,180.951,456.616,472.335,626.597,542.911,161.201,438.722,439.611,653.21,573.455,170.098,439.0,468.958,647.759,572.479,172.307,408.901,451.286,607.313,573.767,177.048,428.151,428.265,595.302,530.47,147.857,446.116,475.764,629.68,607.4,184.837,0.6974811847527871,1.1655989478563429,0.7036881693857358,113.61945797479461,12909.38123048612,0.8388612336887048
40,438.782,478.094,639.75,540.111,180.69,456.616,472.335,626.154,542.422,161.152,438.722,439.612,652.7,572.616,170.146,439.0,468.959,647.435,571.905,172.334,408.901,451.294,607.339,573.087,177.02,428.151,428.285,595.05,530.262,147.882,446.116,475.831,628.998,606.21,184.763,0.6973735952773774,1.1196050130535193,0.7036480075659954,113.6396603069823,12913.972394686327,0.83883729504952
41,408.752,447.651,615.27,520.124,171.803,426.552,440.263,604.185,521.426,153.544,412.537,406.715,625.403,549.856,161.783,411.703,440.335,620.809,550.282,164.493,378.964,420.177,585.993,549.384,168.469,402.008,403.484,569.576,511.767,140.6,409.51,438.885,602.458,577.259,174.659,0.691309723491903,-4.07788243294687,0.7103596613033698,114.77253988542105,13172.735911750568,0.8428283700157285
42,363.006,394.41,579.963,491.995,159.06,376.66,390.511,571.934,492.241,142.709,369.761,359.034,582.151,511.707,146.521,369.573,383.909,552.964,515.072,152.097,339.363,369.533,549.159,506.869,153.017,363.382,357.482,517.777,461.368,133.942,346.749,356.594,548.631,533.064,160.263,0.6000162800002752,-12.937494526677277,0.7006286912911593,130.6464686345698,17068.49976668363,0.8370356571205072
43,416.909,455.947,621.989,525.578,174.222,434.734,448.728,610.222,527.904,155.787,419.663,415.653,632.991,556.196,164.192,419.03,448.138,628.206,556.478,167.004,389.975,428.255,592.264,555.81,170.905,409.443,411.075,577.535,517.139,143.165,419.605,447.598,608.29,585.622,177.728,0.6949455835839462,-2.623044223286896,0.7077283022654641,114.09462259103724,13017.582904191224,0.8412658927268264
44,438.782,478.094,639.75,540.093,180.681,456.616,472.335,626.16,542.559,161.2,438.722,439.612,652.724,572.628,170.169,439.0,468.959,647.458,571.997,172.429,408.901,451.295,607.419,572.979,177.021,428.151,428.29,595.051,530.295,147.928,446.116,475.846,628.998,606.176,184.79,0.697396479142725,1.1228052590041748,0.7036819269534256,113.63536364977224,12912.995871815978,0.8388575129027728
45,363.006,394.411,579.986,491.995,159.063,376.66,390.513,571.961,492.684,142.896,369.761,359.036,583.703,515.107,146.689,369.573,383.763,554.512,517.218,151.18,339.363,369.151,547.832,508.335,153.148,363.382,357.056,519.74,469.948,127.719,347.438,356.933,549.52,535.782,160.635,0.6026608974463523,-12.827226852201484,0.7007218189723468,130.21384735458687,16955.646042883654,0.837091284730851
46,363.006,394.411,579.969,491.995,159.06,376.66,390.239,553.032,481.211,141.344,369.761,358.793,563.567,502.313,148.063,369.476,385.584,552.461,501.541,151.316,339.363,371.674,523.646,500.694,154.006,363.382,354.795,508.545,451.988,133.923,345.7,352.563,548.055,524.375,159.959,0.5811791803211739,-13.807967825747522,0.6978161121821552,133.68745289470897,17872.33506147503,0.835353884399992
47,363.006,394.41,579.963,491.995,159.06,376.66,390.511,570.218,489.531,141.707,369.761,357.36,581.942,511.276,143.819,369.573,382.366,556.262,511.643,151.401,339.363,366.866,544.089,508.792,153.318,363.382,353.782,513.876,464.893,131.507,345.699,355.669,546.998,530.189,159.551,0.5963693421958945,-13.142521483751985,0.6992142134620577,131.24071583662123,17224.125493308766,0.8361902973977022
48,363.006,394.266,573.026,488.994,158.004,371.047,382.532,559.856,483.311,138.034,362.39,343.244,572.291,510.881,138.131,357.915,375.525,566.478,511.763,148.801,332.074,359.548,540.107,510.286,151.982,356.098,347.577,523.017,471.561,126.203,342.736,358.234,564.34,529.979,156.335,0.5892504989312546,-13.788113499869656,0.6978309424784923,132.39300507863894,17527.907793752518,0.8353627610077506
49,438.782,478.094,639.75,540.058,180.662,456.616,472.335,626.154,542.101,161.053,438.722,439.611,652.588,572.39,170.032,439.0,468.958,647.331,571.722,172.108,408.901,451.286,606.98,572.978,176.907,428.151,428.265,595.04,529.953,147.77,446.116,475.764,628.998,605.777,184.523,0.697291128709256,1.0988162153580592,0.703537932805244,113.65514281989324,12917.49148941033,0.8387716809747716
50,438.782,478.094,640.347,541.752,181.455,456.616,472.335,627.325,545.131,161.562,438.722,439.611,654.348,576.158,170.281,439.0,468.958,648.347,574.032,172.706,408.901,451.29,607.919,575.438,177.344,428.151,428.274,593.712,531.856,148.079,446.116,470.995,629.452,609.971,185.344,0.6973023587470907,1.2455666936713263,0.7034326113807762,113.65303458403874,12917.012270160703,0.8387088954940064
51,374.057,407.612,586.437,499.004,162.232,386.673,393.835,566.503,492.771,145.511,378.755,360.571,580.721,519.933,152.96,370.1,384.047,577.97,519.829,156.486,340.041,372.765,548.773,516.685,159.437,368.17,353.556,532.788,472.005,131.44,358.131,378.135,566.126,543.653,164.211,0.6153856770929913,-11.53289377795069,0.6971516521656441,128.11183277329224,16412.641696531995,0.8349560779859286
52,438.782,478.094,639.75,540.258,180.767,456.616,472.335,626.155,542.911,161.241,438.722,439.612,652.702,572.921,170.164,439.0,468.959,647.435,572.21,172.418,408.901,451.294,607.341,573.345,177.065,428.151,428.286,595.05,530.339,147.895,446.116,475.831,629.0,606.348,184.79,0.6975134336504896,1.1329180362082465,0.7038035449579165,113.61340182266905,12908.00507371926,0.8389300000345181
53,363.006,394.411,579.963,491.995,159.06,376.66,392.237,566.706,485.865,140.967,369.761,357.543,579.902,509.707,143.854,369.437,377.548,548.773,514.808,149.424,339.363,365.729,530.338,508.478,152.693,363.382,352.153,510.517,460.734,129.96,341.856,351.751,550.537,533.116,159.408,0.5888746783325013,-13.454839886568367,0.6957511448338419,132.45355858178942,17543.945180979525,0.8341169851009161
54,438.782,478.094,639.75,540.215,180.745,456.616,472.335,626.156,542.515,161.129,438.722,439.611,652.588,572.616,170.046,439.0,468.958,647.331,571.919,172.162,408.901,451.286,606.98,573.27,176.959,428.151,428.265,595.04,530.01,147.78,446.116,475.764,628.999,606.09,184.585,0.6973850233546584,1.111681204079695,0.7036419872766603,113.63751460016248,12913.48472450214,0.8388337065692224
55,438.782,478.094,640.638,541.175,181.207,456.616,472.335,627.712,544.259,161.51,438.722,439.612,654.18,574.573,170.283,439.0,468.959,648.132,572.97,172.704,408.901,451.296,608.075,573.974,177.196,428.151,428.011,594.434,530.891,148.035,444.742,468.834,629.488,607.505,185.062,0.6965182212041551,1.1665462206577368,0.702579198948403,113.80014833344903,12950.473760715002,0.838199975512051
56,438.782,478.094,639.75,540.258,180.767,456.616,472.335,626.155,542.727,161.184,438.722,439.611,652.637,572.833,170.101,439.0,468.958,647.374,572.089,172.247,408.901,451.289,607.129,573.33,177.008,428.151,428.273,595.044,530.165,147.83,446.116,475.792,629.001,606.142,184.666,0.6974682987691811,1.1218643866946822,0.7037409488348695,113.62187779598963,12909.931113886803,0.8388926920857456
57,396.782,435.443,605.394,512.345,168.283,413.284,428.5,595.317,513.698,150.629,402.065,393.416,612.453,541.038,158.57,399.389,413.608,603.874,541.421,161.65,364.916,401.934,573.07,539.789,165.169,390.712,387.039,556.062,501.76,138.031,389.857,414.851,591.94,565.852,170.906,0.6726694974366114,-6.558917909635998,0.706384402097419,118.1870129122001,13968.170021108554,0.8404667763198133
58,363.006,394.41,579.963,491.995,159.06,376.66,391.646,566.704,484.471,140.024,369.761,356.394,579.895,508.188,141.855,369.084,374.99,545.695,511.936,151.229,339.363,364.28,522.419,504.788,153.696,363.382,347.996,506.369,451.224,133.559,340.016,350.876,545.312,526.379,159.39,0.5802586835188025,-13.810880049562616,0.6930401106482265,133.8342833836923,17911.615408826463,0.8324903066391983
59,363.006,394.41,579.967,491.995,159.06,376.715,379.374,547.658,482.467,138.888,369.761,347.565,560.699,506.046,139.182,359.982,362.631,542.246,508.678,148.668,337.427,345.387,517.267,505.594,151.65,355.589,328.417,504.415,454.77,131.493,326.725,348.374,555.571,524.937,155.722,0.5578979941931841,-14.858506163477363,0.6832750802869607,137.35287691200278,18865.812796003785,0.826604548914994
60,438.782,478.094,639.754,540.073,180.67,456.616,472.335,626.165,542.519,161.204,438.722,439.612,652.73,572.599,170.172,439.0,468.959,647.463,571.998,172.448,408.901,451.296,607.436,572.937,177.018,428.151,428.291,595.052,530.302,147.938,446.116,475.849,628.998,606.212,184.815,0.697380515079329,1.1228244604798794,0.703666492350128,113.6383610673486,12913.677106073088,0.8388483130758075
61,438.782,478.094,639.75,540.23,180.753,456.616,472.335,626.154,542.557,161.143,438.722,439.611,652.603,572.755,170.068,439.0,468.958,647.345,572.021,172.198,408.901,451.287,607.027,573.25,176.968,428.151,428.268,595.042,530.061,147.797,446.116,475.773,628.998,606.029,184.595,0.6974225856164034,1.1147022362571146,0.703685737383998,113.63046171966732,12911.88183062478,0.838859784102205
62,363.006,394.411,579.963,491.995,159.06,376.66,392.46,569.306,489.325,141.928,369.761,357.088,583.054,513.268,143.944,369.573,383.222,558.581,515.137,151.29,339.363,367.091,544.078,511.023,153.756,363.382,354.266,513.733,475.359,127.969,344.032,354.282,551.876,531.114,157.709,0.6006530588381722,-13.004098045402321,0.7008269441206643,130.5424318454232,17041.326512116964,0.8371540743021348
63,438.782,478.094,639.751,540.284,180.78,456.616,472.335,626.166,542.924,161.231,438.722,439.611,652.676,572.861,170.135,439.0,468.959,647.411,572.157,172.324,408.901,451.292,607.25,573.448,177.058,428.151,428.28,595.048,530.28,147.869,446.116,475.814,629.004,606.377,184.76,0.6975069234026843,1.1307610704375042,0.7037892423232414,113.61462443468298,12908.282885434064,0.8389214756598149
64,363.006,394.411,576.983,489.76,159.06,375.296,385.492,554.772,479.323,140.947,369.761,345.005,571.429,501.583,148.128,365.226,375.964,558.971,501.267,151.572,337.839,359.947,536.21,501.741,154.443,360.447,347.959,517.45,449.778,134.492,343.993,358.051,551.361,528.524,160.669,0.5757755317468107,-13.907879504326988,0.6901566707546146,134.54711027204485,18102.924882557796,0.8307566856514695
65,414.399,453.397,619.917,523.962,173.486,432.218,446.126,608.362,526.007,155.131,417.472,412.962,630.695,554.334,163.489,416.777,445.74,625.966,554.648,166.296,384.159,425.774,590.439,553.871,170.192,407.292,407.88,576.058,515.581,142.361,418.595,450.006,610.872,583.15,176.841,0.6959063070784942,-3.0040335037124555,0.7102011587017644,113.91481889446767,12976.585963759368,0.8427343345929157
